time,user_name,user_color,message
9116,biksel,#00ADCC,"nolan wtf"
9126,chesterthemouse2,#1E90FF,"nolan can you lock in pls"
9128,colten8_,,"good job chat"
9141,frostxbytex,#1E90FF,"what’s olives pace"
9149,0dronzer,#5F9EA0,"sub 1 hour"
9154,chesterthemouse2,#1E90FF,"2:40.53"
9176,anorakdt,#DFC80E,"BOOM"
9182,anorakdt,#DFC80E,"sorry i left for a bit"
9190,garrisonlarrison,#0000FF,"yahootles needs a panel softlock"
9192,nogamesensetv,#FF69B4,"lmao I thought you needed a refresh"
9208,chesterthemouse2,#1E90FF,"prediction: nolan gets the 1/192822 boulder despawn"
9216,0dronzer,#5F9EA0,"real"
9252,nolanhead,#FF69B4,"im going for bolder skip"
9301,0dronzer,#5F9EA0,"BOOM"
9301,chesterthemouse2,#1E90FF,"BOOM"
9301,bennymoon129,,"BOOM"
9303,7_isanumber,#FF69B4,"BOOM"
9304,chroma_q,#FF0000,"BOOM"
9305,nogamesensetv,#FF69B4,"BOOM"
9306,anorakdt,#DFC80E,"BOOM"
9308,biksel,#00ADCC,"BOOM"
9308,flaming_lazer,#8A2BE2,"BOOM"
9309,dougdimmadayum,#5F9EA0,"BOOM"
9320,nogamesensetv,#FF69B4,"ohj no powerup yahootles"
9352,chesterthemouse2,#1E90FF,"nolan go for the 5-2 button room skip"
9352,nogamesensetv,#FF69B4,"nolan getting close to my pb with that bpt"
9428,hennmore,#8A2BE2,"greatest boulder wtf"
9431,chesterthemouse2,#1E90FF,"no he forgor to boom it"
9432,nogamesensetv,#FF69B4,"this boulder was pretty nice wow"
9456,nogamesensetv,#FF69B4,"lmao gamer olive 3 second gold on Falcon Flight"
9491,frostxbytex,#1E90FF,"did Nolan"
9493,biksel,#00ADCC,"+rep for the doom attempt"
9498,7_isanumber,#FF69B4,"holy chills"
9509,nogamesensetv,#FF69B4,"wheres leia going"
9521,frostxbytex,#1E90FF,"bruh"
9552,nogamesensetv,#FF69B4,"olive drop out p1"
9555,nogamesensetv,#FF69B4,"nvm"
9579,0dronzer,#5F9EA0,"nolan clip inside the falcon"
9600,nolanhead,#FF69B4,"wait i forgot fast build"
9603,nolanhead,#FF69B4,"aw man"
9655,nogamesensetv,#FF69B4,"yahootles boulder 4Weird"
9693,0dronzer,#5F9EA0,"nolan's gonna do a blj on the boulder"
9846,chesterthemouse2,#1E90FF,"i thought nolan was doing boulder skip what is this"
9860,flaming_lazer,#8A2BE2,"thank goodness yahootles remembered to go for david slide"
9869,nolanhead,#FF69B4,"ok but on the bright side my sob in a 2:32"
9874,nolanhead,#FF69B4,"next run goes crazy"
9875,flaming_lazer,#8A2BE2,"that was almost disastrous"
9876,nolanhead,#FF69B4,"dw"
9882,nogamesensetv,#FF69B4,"no olive"
9889,chesterthemouse2,#1E90FF,"cant wait for round 2"
9893,flaming_lazer,#8A2BE2,"nolan bro skip the crawl"
9894,deppfan16,#8A2BE2,"i am rwplaying this for the first time since high school and ps2 and i forgot how much i hated that boulder"
9896,flaming_lazer,#8A2BE2,"instead of chatting"
9924,nogamesensetv,#FF69B4,"so bright in here"
9929,lunaraes_,#0000FF,"gotta love the brightness"
9940,chroma_q,#FF0000,"my eyes"
9957,0dronzer,#5F9EA0,"lego bright wars my beloved"
9959,dougdimmadayum,#5F9EA0,"kggB"
9966,eruonen,#0000FF,"I kinda like the bloom"
9972,eruonen,#0000FF,"just the nostalgia"
9978,anorakdt,#DFC80E,"negative silhouette r2"
9990,lunaraes_,#0000FF,"2nd try nice"
10004,nogamesensetv,#FF69B4,"lets go olive"
10007,lunaraes_,#0000FF,"clean"
10012,chesterthemouse2,#1E90FF,"clean"
10015,0dronzer,#5F9EA0,"i think olive's getting the wr"
10043,nogamesensetv,#FF69B4,"wow nolan was deep in the water on r2 there"
10047,chesterthemouse2,#1E90FF,"nolans on pace for a 2:17 just let him lock in"
10183,lunaraes_,#0000FF,"nice"
10216,nolanhead,#FF69B4,"ok im going to start trying now"
10222,nogamesensetv,#FF69B4,"nice"
10223,flaming_lazer,#8A2BE2,"ok"
10229,chesterthemouse2,#1E90FF,"thats a good idea"
10231,lunaraes_,#0000FF,"trust"
10234,zacmuffin,#52FFFC,"Gonna have to lock in to beat the ladder league qualification requirements this year"
10242,nogamesensetv,#FF69B4,"LOL"
10249,0dronzer,#5F9EA0,"lmao"
10262,nogamesensetv,#FF69B4,"1 second off the requirement"
10319,nogamesensetv,#FF69B4,"gotta check the game files, interesting lack of troopers there"
10324,nogamesensetv,#FF69B4,"Hmm"
10377,zacmuffin,#52FFFC,"And there it goes"
10395,anorakdt,#DFC80E,"gg"
10399,chesterthemouse2,#1E90FF,"gg"
10400,virtualflup,#8A2BE2,"gg"
10401,0dronzer,#5F9EA0,"gg"
10401,biksel,#00ADCC,"gg"
10401,chroma_q,#FF0000,"gg"
10401,lunaraes_,#0000FF,"GG"
10402,zacmuffin,#52FFFC,"ggs"
10402,flaming_lazer,#8A2BE2,"gg"
10403,bennymoon129,,"gg olive"
10404,nogamesensetv,#FF69B4,"gg"
10405,7_isanumber,#FF69B4,"gg"
10406,anorakdt,#DFC80E,"what a run"
10407,eruonen,#0000FF,"ggs"
10408,lunaraes_,#0000FF,"LETS GO OLIVE!!!"
10414,nogamesensetv,#FF69B4,"like a 1:30 pb"
10415,lunaraes_,#0000FF,"nice run"
10422,catnamedpoptart24,#8A2BE2,"congrats"
10427,colten8_,,"ggs"
10429,lunaraes_,#0000FF,"congrats on pb"
10431,chesterthemouse2,#1E90FF,"olive your cracked"
10443,chesswiz,#DAA520,"gg"
10444,catnamedpoptart24,#8A2BE2,"*You're"
10450,gamer_olive,#008000,"LETS GOOOOOO"
10451,0dronzer,#5F9EA0,"yro'ue"
10457,nogamesensetv,#FF69B4,"juicer"
10460,chesterthemouse2,#1E90FF,"yureu,o*"
10481,violaguy32,#DAA520,"gl"
10483,lunaraes_,#0000FF,"aura farming"
10496,lunaraes_,#0000FF,"poor nolan"
10502,gamer_olive,#008000,"once again no idea what the other runners were doing"
10509,0dronzer,#5F9EA0,"turn off fast force nolan"
10511,gamer_olive,#008000,"did not look at the stream at all until now"
10513,nogamesensetv,#FF69B4,"you were just ahead the whole race basically @Gamer_Olive"
10515,lunaraes_,#0000FF,"hey it worked pretty well"
10520,chesterthemouse2,#1E90FF,"nolan was not locked in"
10522,catnamedpoptart24,#8A2BE2,"they were losing"
10522,lunaraes_,#0000FF,"ggs on the win"
10526,gamer_olive,#008000,"ty"
10533,chroma_q,#FF0000,"after fry skip it was all you olive"
10535,chesterthemouse2,#1E90FF,"huge ggs that was insane"
10542,violaguy32,#DAA520,"What exactly is Nolan doing wrong?"
10547,zacmuffin,#52FFFC,"Multiple things"
10555,catnamedpoptart24,#8A2BE2,"not locking in"
10559,nogamesensetv,#FF69B4,"@Gamer_Olive yea your knowledge of the deep fry backup really put you in the lead and you maintained the whole time"
10570,nogamesensetv,#FF69B4,"W surf from yahootles"
10576,zacmuffin,#52FFFC,"I think olive just goes for the pre cantina p3 glitch as a main strat"
10581,nogamesensetv,#FF69B4,"oh"
10581,gamer_olive,#008000,"ye i do"
10585,gamer_olive,#008000,"its so much safer"
10586,zacmuffin,#52FFFC,"It’s a bit safer"
10622,lunaraes_,#0000FF,"i mean its probably smarter to do pre cantina overall"
10624,0dronzer,#5F9EA0,"gg"
10625,chroma_q,#FF0000,"gg"
10626,gamer_olive,#008000,"gg yahootles"
10627,nogamesensetv,#FF69B4,"gg"
10627,flaming_lazer,#8A2BE2,"gg"
10629,meggitz208,#9F3877,"gg yahootles"
10629,lunaraes_,#0000FF,"ggs mate"
10630,7_isanumber,#FF69B4,"gg"
10632,biksel,#00ADCC,"gg"
10633,chesterthemouse2,#1E90FF,"gg"
10655,nolanhead,#FF69B4,"gg"
10658,anorakdt,#DFC80E,"3/3 pod frauds this race tho"
10659,zacmuffin,#52FFFC,"ggs yahootles"
10659,nogamesensetv,#FF69B4,"dude"
10663,meggitz208,#9F3877,"woowoo nolan"
10664,anorakdt,#DFC80E,"setting a god standard"
10668,anorakdt,#DFC80E,"good*"
10674,zacmuffin,#52FFFC,"yahootles is always the fan favorite"
10677,nogamesensetv,#FF69B4,"I think nolan was typing gg while slashing vader"
10681,meggitz208,#9F3877,"god standard hell yeah"
10685,nolanhead,#FF69B4,"i was not"
10691,nogamesensetv,#FF69B4,"Hmm"
10696,lunaraes_,#0000FF,"based"
10706,0dronzer,#5F9EA0,"ultra based"
10706,chesterthemouse2,#1E90FF,"nolan was only using 1% of his power thats why he lost"
10709,anorakdt,#DFC80E,"can this still 2:4x"
10713,anorakdt,#DFC80E,"anyone know"
10714,nolanhead,#FF69B4,"sub 3 pausechamp"
10716,chesterthemouse2,#1E90FF,"if he used anymore it wouldnt be fair"
10717,nogamesensetv,#FF69B4,"maybe @AnorakDT"
10739,colten8_,,"you gotta respect Nolan for his chatting ability"
10744,meggitz208,#9F3877,"true"
10746,nogamesensetv,#FF69B4,"i suppose"
10769,nogamesensetv,#FF69B4,"2:4X dead @AnorakDT"
10782,0dronzer,#5F9EA0,"i missed all of jundland because of the ad :("
10786,anorakdt,#DFC80E,"dang"
10789,meggitz208,#9F3877,"what happened in jundland"
10795,meggitz208,#9F3877,"I had work ughhh"
10796,catnamedpoptart24,#8A2BE2,"typing with his phone on the floor with his dogs while killing vader"
10798,virtualflup,#8A2BE2,"everything happened lmao"
10808,gamer_olive,#008000,"i love hearing this commentary having no idea how the other runners went"
10811,lunaraes_,#0000FF,"everyone messed up a bucnh and were about even leaving"
10811,meggitz208,#9F3877,"sadge will have to watch the vod"
10822,chesterthemouse2,#1E90FF,"nolan goes for gtf trust"
10846,chesterthemouse2,#1E90FF,"nolan will win in lrt time his loads were just a little long"
10859,violaguy32,#DAA520,"What's fry skip?"
10864,zacmuffin,#52FFFC,"Just going to prefire this one nolan please do not make us sit here for like 5 minutes while you attempt bridge skip if you don’t know how to do it"
10882,lunaraes_,#0000FF,"p3 glitch to hit the falcon trigger early in space port"
10883,chroma_q,#FF0000,"oh yeah disco was a big pont too"
10899,violaguy32,#DAA520,"@lunaraes_ Oh that. Thanks"
10910,meggitz208,#9F3877,"@violaguy32 it’s a new trick in space port that skips the back half of the level and saves like 40 iirc"
10917,lunaraes_,#0000FF,"~30"
10918,nogamesensetv,#FF69B4,"very nice"
10921,lunaraes_,#0000FF,"at most"
10936,nogamesensetv,#FF69B4,"who did the leia kiss yesterday?"
10939,meggitz208,#9F3877,"sub 3 could be huge"
10939,nogamesensetv,#FF69B4,"it was appleman i think"
10943,violaguy32,#DAA520,"What's the backup for fry skip?"
10949,chroma_q,#FF0000,"@NoGameSenseTV all 4 of us iirc"
10952,meggitz208,#9F3877,"cinema"
10952,nogamesensetv,#FF69B4,"@violaguy32 pre cantina player 3 glitch"
10954,lunaraes_,#0000FF,"second p3 glitch stup"
10964,lunaraes_,#0000FF,"theres one in the begining and one pre cantina"
10965,violaguy32,#DAA520,"@nogamesensetv Okay."
11000,nogamesensetv,#FF69B4,"found by goat charzight"
11006,meggitz208,#9F3877,"oh yeah I forgot if you turn in too early you get stuck"
11017,meggitz208,#9F3877,"great speed game"
11021,nogamesensetv,#FF69B4,"@chroma_q nice"
11032,meggitz208,#9F3877,"womp womp"
11045,0dronzer,#5F9EA0,"he's gonna do a wrongwarp"
11049,lunaraes_,#0000FF,"huh i wonder if everyone cant hypertap that fast enough"
11049,0dronzer,#5F9EA0,"to the outro cutscene"
11054,meggitz208,#9F3877,"real"
11061,virtualflup,#8A2BE2,"brickbench"
11063,nogamesensetv,#FF69B4,"just unlucky for nolan truly"
11073,zacmuffin,#52FFFC,"It’s end platform all day"
11082,lunaraes_,#0000FF,"very true"
11093,chroma_q,#FF0000,"gg"
11094,nogamesensetv,#FF69B4,"GG"
11094,flaming_lazer,#8A2BE2,"gg"
11095,meggitz208,#9F3877,"gg"
11096,gamer_olive,#008000,"gg"
11097,yahootles,#DAA520,"gg"
11097,7_isanumber,#FF69B4,"gg"
11098,0dronzer,#5F9EA0,"gg"
11099,zacmuffin,#52FFFC,"The camera pan with the door opening, the rng in the last room, too good"
11099,chesterthemouse2,#1E90FF,"gg"
11101,biksel,#00ADCC,"gg"
11101,anorakdt,#DFC80E,"ggs"
11103,0dronzer,#5F9EA0,"2:34"
11108,firethief7,,"gg"
11111,catnamedpoptart24,#8A2BE2,"rip"
11118,anorakdt,#DFC80E,"if gtf was harder then maybe gtf would be better"
11124,nogamesensetv,#FF69B4,"Ladder League playin champion WOW"
11129,nogamesensetv,#FF69B4,"thats good on a resume"
11146,zacmuffin,#52FFFC,"hellaur"
11161,nolanhead,#FF69B4,"wait i lost by 14 minutes"
11164,nolanhead,#FF69B4,"when did that happebn"
11168,meggitz208,#9F3877,"B)"
11169,0dronzer,#5F9EA0,"my sleep schedule is nuts bro its 2 am rn"
11192,catnamedpoptart24,#8A2BE2,"BRITISH?!"
11197,nogamesensetv,#FF69B4,"@catnamedpoptart24 aussie"
11199,nolanhead,#FF69B4,"australian"
11205,nolanhead,#FF69B4,"the flag was on the screen all race"
11245,anorakdt,#DFC80E,"surely flup missing from rung 4 is a mistake and she didnt drop out"
11256,nogamesensetv,#FF69B4,"hopefully"
11258,biksel,#00ADCC,"@Nolanhead one aram game"
11260,catnamedpoptart24,#8A2BE2,"i dont know the differnce at a glace"
11271,virtualflup,#8A2BE2,"@AnorakDT I'm locked in"
11277,nolanhead,#FF69B4,"@Biksel TRUE"
11278,anorakdt,#DFC80E,"sick"
11303,virtualflup,#8A2BE2,"Coolisen vs Revvy because I win for free"
11316,nolanhead,#FF69B4,"you guys might think its bad that i lost but its actually ok because i have a mountain dew code red"
11317,nogamesensetv,#FF69B4,"actually true"
11326,virtualflup,#8A2BE2,"Now you can play league"
11326,0dronzer,#5F9EA0,"real"
11342,zacmuffin,#52FFFC,"knaur"
11431,nogamesensetv,#FF69B4,"gamer olive complete opposite of nolan"
11444,nogamesensetv,#FF69B4,"nolan in the chat the whole run and gamer olive has no clue if theyre even winning or not"
11504,0dronzer,#5F9EA0,"my sleep schedule is totally borked but lego star wars is more important"
